"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",87.241125536676,65.0517225135399,90.3033359762614,83.4066853850989,87.6959893629562,78.0828420273789,73.1075671594851,87.2788245246424,92.3049178800701,78.5159752909686,81.5946264680206,84.7375557285724,79.5269502329042,86.7541348552338,93.8918508758923,82.3137038857181,84.8958139777032,102.553895218618,90.0842259459138
"2",90.42840728915,84.8847405967347,85.455640965725,86.4518835071549,84.7956465539466,86.0319341737944,72.1397820479735,85.0263485840743,92.8637883141012,88.1897482927912,88.5347661454751,80.4032124127162,85.6658542739414,81.481079863666,87.4462130277388,92.5588478887896,76.1947718875041,89.5817791019529,85.1757762234705
"3",93.0048900411501,89.6238938990601,85.666892071544,92.8657748237123,88.7134296043487,90.2382970375874,77.785385682577,82.6940212598265,92.3464808055808,92.4439348975787,86.7309883051972,84.5419315296442,88.322004567437,82.3012024360413,90.2565554785974,91.1957723805423,81.4706070690861,88.1585019201541,82.0991011438943
"4",90.9479840653045,88.4839666010627,84.8151560900736,91.5609754469855,86.9952642251791,87.2870386119424,83.5325605886084,83.3810457545786,87.3034583298373,92.7057772958562,83.313391832277,89.6366231364654,88.5741774004439,82.9138460862303,93.7019889981367,95.13985708362,76.5758226909622,87.1240472201355,79.5008254014533
"5",84.0063756710374,83.1191711499525,81.1504322418902,88.809788136535,81.4142744227502,86.075223601288,83.8690643430519,83.6570467786545,84.2598860761552,90.5970287637254,84.1974810397435,89.2781305422476,89.133174310613,80.9357334029227,90.1546537293286,94.6173863854012,75.4289314978289,85.2148845321038,83.7050347868788
"6",84.0522138789737,88.0082355005893,85.2244734639096,91.0525668438029,81.8452097958433,87.8854660762746,78.9424100754877,86.7996065636808,85.7646688412779,86.9226047117223,82.2252224752735,84.2972940271417,79.3328724075518,84.5283763857157,88.6786127894662,96.7627733457335,78.4329603544052,83.2622811911692,82.0965680110057
"7",75.0698257500041,79.1729504650515,81.7672181417493,85.5408027427251,78.2751758672956,84.5784272237701,76.148531244977,83.5739155514779,79.0014699084524,78.9457958809753,82.1927604514769,79.0175278998724,82.4117869071383,84.7118585302119,87.7953822395959,96.7442379634624,79.7026707314005,82.7979487832966,81.0497733163469
"8",87.0569823137693,101.741757741852,90.6366587816453,100.574400276117,87.4034224452299,89.5957955208712,83.9828293722353,86.9966004578521,76.2250252998883,81.6533030823962,84.0374351902471,86.1565613936887,85.1134715015438,89.4308515036489,90.18703857707,92.4585552929144,78.7102093812237,88.1677626533919,87.1707264810452
"9",84.0294829963149,94.2452488655628,86.1739424886484,94.1879696297226,90.2042060525837,90.8872375932755,89.2533812121684,87.2363213124098,83.8487092135855,80.8574440118561,82.3467243601668,89.9548079712801,83.587707935737,95.3798543314897,92.3609652589304,92.7439152674829,83.5849105354121,87.3311025213288,87.1293406268493
"10",87.0719943407939,98.1499585941101,88.2327524137281,96.5235938197527,91.9765923886342,90.3668658680866,89.4398831934225,86.9183906199917,86.5068044570336,79.4868119745216,83.2842292049708,85.2993816911232,80.5401810806927,92.7088997360272,87.9283588592404,92.7798672916619,83.5935672581411,85.9762107210579,86.1649957156885
"11",84.0600133294615,90.5575154336018,85.9677687527399,95.6747054602884,86.3654145689539,89.9837257075112,83.9851494676104,87.207178551942,80.4930491151221,83.8551098850169,86.8754393446434,87.2985672671113,83.5730828862459,91.7822657659745,92.0001054640489,95.5151066308548,85.4082161105557,84.4092152654317,87.9865637075591
"12",88.0590528557639,95.1934358399932,85.5505918967013,96.9590831261733,88.745225016949,85.9544138909956,82.9006770921865,88.4423823330611,81.1589694411144,87.1904185059946,84.7973297670888,88.2734148733851,85.5802553506909,93.5122539965399,93.8075334853049,91.7115571271408,81.2109146221698,86.2876252455651,92.7513251630436
"13",86.0392480796524,87.5253216771531,80.3203136999754,94.7614154594939,89.7647147949409,79.6985561623062,86.5606357690655,90.022318885906,85.3899064425528,89.4622797333669,85.6225528700752,90.2163691522288,85.3211410601804,87.0577309656848,91.6822550660815,85.1109742468962,85.5393070454682,86.3633591231489,90.3617421936611
"14",89.9356784395217,91.842738910487,78.2896477055386,98.151297477185,92.5757777637308,84.4057995506952,90.6039521056709,92.9354385773259,86.1080739501962,92.6130537590468,87.30689917369,87.6722709654603,86.3157201547908,92.2912136798319,96.7393799589422,87.3583764440393,79.7722112368576,89.6803849182473,92.6128357272976
"15",90.9030332127703,89.7872104167435,81.9610492028272,96.4292407445619,87.7160006728261,89.3259915152814,88.8195166051496,95.0488119532088,87.7911339767049,91.7494807429124,85.5629940609152,87.8650394165608,88.1268184278706,91.2653999015637,93.2130610224137,87.9896812995395,81.9376134117526,88.4641060897813,88.9712068821764
"16",90.9446959695151,90.5064755926215,80.4350006797249,94.7821778919991,84.9255935359172,92.2471391824659,88.7134796713847,90.3684284473332,88.4875740974568,94.6033768252905,85.2018927895648,92.4380043868798,91.549747213608,95.4264716514229,85.5250984327971,92.6119124969821,87.1020229505811,88.7679271443613,90.0902317302637
"17",88.9264554969455,86.3608542101561,83.3823558866404,91.5396327263378,82.6531110424027,92.0309994989995,87.6712793151793,86.0757416216834,86.8759692106369,94.236889652234,87.8890391518635,92.7015739246853,92.6985547763546,92.8964308697694,86.6052698852606,93.9671872774516,88.6033879224576,87.2617344618866,91.9681066509594
"18",88.9014529686624,88.5344388763049,82.2350027183384,92.282090151618,87.3463930678821,93.9562845199699,88.7449890713386,85.4196020599081,89.6356396549035,94.6160241230283,89.5757910142115,90.4632750767967,91.375801953085,89.7160583221403,87.0495814542329,93.9362655909586,90.6278142233536,85.7758196132972,91.24518524092
"19",88.8743652736985,89.9679103616924,85.5649735608927,95.0705832852162,87.6564812479744,93.6417722428554,88.6086130172297,86.7348613008065,89.2575863429783,92.8581856671791,89.4408076838244,90.2118405900656,85.891809133431,86.5727285877449,91.5165208294885,96.9105654157153,90.7202822159557,86.2516299311515,95.4039809061779
"20",89.8448104062423,94.0035838671017,86.3484898350605,97.5688084807365,87.9508003875305,91.3264357779618,86.4773439256569,83.7886565527708,89.2876535594164,94.9843225882991,87.7232240123516,89.7761477499221,82.0700120408836,89.8120200819963,93.7262316918584,92.8461766462466,89.1327769244185,83.8982935770921,89.3315302386527
"21",88.8010245674041,90.9987757332958,88.0892934899262,97.4810943454361,85.3786409342027,88.9502994469244,86.5711695619683,85.7293633870339,88.2281302637941,93.2885047605458,86.5550019524852,92.5221089265514,81.8248470166128,91.2814231631052,93.1162123367411,88.748439278799,90.7510711783616,82.1398370217742,97.1998135570437
